key,id,catalogId,subject,grade,sourceType,sourceId,lessonId,title,textPreview,r2ObjectKey,localFileName,fileSizeBytes,durationMs,status
lesson-card:eng6-b2-u01-grammar-my-new-school-c03,lesson-card:eng6-b2-u01-grammar-my-new-school-c03,eng6-full-00011,english,6,lesson-card,eng6-b2-u01-grammar-my-new-school-c03,2,Điểm ngữ pháp 2,"Use always, usually, often, sometimes, never before the main verb: I often read books.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-grammar-my-new-school-c03.mp3,lesson-card-eng6-b2-u01-grammar-my-new-school-c03.mp3,57792,,local-ready
lesson-card:eng6-b2-u01-grammar-my-new-school-c04,lesson-card:eng6-b2-u01-grammar-my-new-school-c04,eng6-full-00012,english,6,lesson-card,eng6-b2-u01-grammar-my-new-school-c04,2,Công thức câu,"Hãy nhìn chủ ngữ, thì/cấu trúc, rồi chọn động từ hoặc từ nối phù hợp.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-grammar-my-new-school-c04.mp3,lesson-card-eng6-b2-u01-grammar-my-new-school-c04.mp3,52992,,local-ready
lesson-card:eng6-b2-u01-grammar-my-new-school-c05,lesson-card:eng6-b2-u01-grammar-my-new-school-c05,eng6-full-00013,english,6,lesson-card,eng6-b2-u01-grammar-my-new-school-c05,2,Ví dụ đúng,What is your favourite subject? → My favourite subject is English. | How do you go to school? →…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-grammar-my-new-school-c05.mp3,lesson-card-eng6-b2-u01-grammar-my-new-school-c05.mp3,78720,,local-ready
lesson-card:eng6-b2-u01-grammar-my-new-school-c06,lesson-card:eng6-b2-u01-grammar-my-new-school-c06,eng6-full-00014,english,6,lesson-card,eng6-b2-u01-grammar-my-new-school-c06,2,Lỗi hay gặp,Lỗi thường gặp là dịch từng chữ từ tiếng Việt sang tiếng Anh mà quên cấu trúc.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-grammar-my-new-school-c06.mp3,lesson-card-eng6-b2-u01-grammar-my-new-school-c06.mp3,48000,,local-ready
lesson-card:eng6-b2-u01-grammar-my-new-school-c07,lesson-card:eng6-b2-u01-grammar-my-new-school-c07,eng6-full-00015,english,6,lesson-card,eng6-b2-u01-grammar-my-new-school-c07,2,Mini check,"Em hãy viết 2 câu dùng: present simple, adverbs of frequency.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-grammar-my-new-school-c07.mp3,lesson-card-eng6-b2-u01-grammar-my-new-school-c07.mp3,41856,,local-ready
lesson-card:eng6-b2-u01-grammar-my-new-school-c08,lesson-card:eng6-b2-u01-grammar-my-new-school-c08,eng6-full-00016,english,6,lesson-card,eng6-b2-u01-grammar-my-new-school-c08,2,Recap,"Cần nhớ công thức, dấu hiệu nhận biết và một ví dụ đúng.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-grammar-my-new-school-c08.mp3,lesson-card-eng6-b2-u01-grammar-my-new-school-c08.mp3,38784,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c01,lesson-card:eng6-b2-u01-skills-my-new-school-c01,eng6-full-00017,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c01,3,Skills Unit 1,"Bài này luyện đọc, nói và viết ngắn theo chủ đề My New School.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c01.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c01.mp3,41088,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c02,lesson-card:eng6-b2-u01-skills-my-new-school-c02,eng6-full-00018,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c02,3,Reading mini text,"Mai is a new student at Green School. She wears a blue uniform and studies English, maths and s…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c02.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c02.mp3,91200,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c03,lesson-card:eng6-b2-u01-skills-my-new-school-c03,eng6-full-00019,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c03,3,Listening/Speaking hint,"Nghe/đọc câu ngắn, bắt từ khóa chính, không cần dịch từng chữ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c03.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c03.mp3,49920,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c04,lesson-card:eng6-b2-u01-skills-my-new-school-c04,eng6-full-00020,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c04,3,Communication,What is your favourite subject? → My favourite subject is English. | How do you go to school? →…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c04.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c04.mp3,111936,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c05,lesson-card:eng6-b2-u01-skills-my-new-school-c05,eng6-full-00021,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c05,3,Writing frame,"Write 4-5 sentences about school, classmates and school activities. Use simple, correct sentenc…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c05.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c05.mp3,63168,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c06,lesson-card:eng6-b2-u01-skills-my-new-school-c06,eng6-full-00022,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c06,3,Pronunciation hint,Chú ý trọng âm từ quen thuộc và đọc rõ âm cuối ở từ số nhiều/động từ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c06.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c06.mp3,51264,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c07,lesson-card:eng6-b2-u01-skills-my-new-school-c07,eng6-full-00023,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c07,3,Mini check,Em hãy trả lời 1 câu hỏi giao tiếp trong bài bằng câu đầy đủ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c07.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c07.mp3,39744,,local-ready
lesson-card:eng6-b2-u01-skills-my-new-school-c08,lesson-card:eng6-b2-u01-skills-my-new-school-c08,eng6-full-00024,english,6,lesson-card,eng6-b2-u01-skills-my-new-school-c08,3,Recap,"Cần hiểu đoạn đọc, hỏi đáp được câu đơn giản và viết đoạn ngắn.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u01-skills-my-new-school-c08.mp3,lesson-card-eng6-b2-u01-skills-my-new-school-c08.mp3,44352,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c01,lesson-card:eng6-b2-u02-vocabulary-my-house-c01,eng6-full-00025,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c01,4,Unit 2: My House,"Chủ đề: rooms, furniture and describing a house. Bài này giúp em nhận biết và dùng từ vựng tron…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c01.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c01.mp3,72576,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c02,lesson-card:eng6-b2-u02-vocabulary-my-house-c02,eng6-full-00026,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c02,4,Từ vựng trọng tâm,living room = phòng khách; bedroom = phòng ngủ; kitchen = nhà bếp; bathroom = phòng tắm; attic…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c02.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c02.mp3,105216,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c03,lesson-card:eng6-b2-u02-vocabulary-my-house-c03,eng6-full-00027,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c03,4,Nhóm nghĩa cần nhớ,Hãy gom từ theo nhóm: người/vật/nơi chốn/hành động/tính từ để nhớ lâu hơn.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c03.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c03.mp3,60864,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c04,lesson-card:eng6-b2-u02-vocabulary-my-house-c04,eng6-full-00028,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c04,4,Ví dụ câu ngắn,Ví dụ: I like my living room.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c04.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c04.mp3,21504,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c05,lesson-card:eng6-b2-u02-vocabulary-my-house-c05,eng6-full-00029,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c05,4,Mẹo học từ,"Đọc to từ, đặt một câu ngắn, rồi đổi ngữ cảnh để tránh học vẹt.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c05.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c05.mp3,46080,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c06,lesson-card:eng6-b2-u02-vocabulary-my-house-c06,eng6-full-00030,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c06,4,Lỗi hay gặp,Không chỉ nhớ nghĩa tiếng Việt; cần biết từ dùng trong câu nào.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c06.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c06.mp3,40128,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c07,lesson-card:eng6-b2-u02-vocabulary-my-house-c07,eng6-full-00031,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c07,4,Mini check,Em hãy chọn 3 từ trong Unit 2 và đặt câu.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c07.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c07.mp3,30528,,local-ready
lesson-card:eng6-b2-u02-vocabulary-my-house-c08,lesson-card:eng6-b2-u02-vocabulary-my-house-c08,eng6-full-00032,english,6,lesson-card,eng6-b2-u02-vocabulary-my-house-c08,4,Recap,"Cần nhớ từ theo chủ đề My House, nghĩa Việt, loại từ và câu ví dụ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-vocabulary-my-house-c08.mp3,lesson-card-eng6-b2-u02-vocabulary-my-house-c08.mp3,49344,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c01,lesson-card:eng6-b2-u02-grammar-my-house-c01,eng6-full-00033,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c01,5,Grammar Unit 2,Bài này luyện ngữ pháp dùng trong chủ đề My House.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c01.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c01.mp3,29760,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c02,lesson-card:eng6-b2-u02-grammar-my-house-c02,eng6-full-00034,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c02,5,Điểm ngữ pháp 1,Use there is for one thing and there are for two or more things.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c02.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c02.mp3,29952,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c03,lesson-card:eng6-b2-u02-grammar-my-house-c03,eng6-full-00035,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c03,5,Điểm ngữ pháp 2,"Use in, on, under, behind, next to, between to say where things are.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c03.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c03.mp3,49344,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c04,lesson-card:eng6-b2-u02-grammar-my-house-c04,eng6-full-00036,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c04,5,Công thức câu,"Hãy nhìn chủ ngữ, thì/cấu trúc, rồi chọn động từ hoặc từ nối phù hợp.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c04.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c04.mp3,52992,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c05,lesson-card:eng6-b2-u02-grammar-my-house-c05,eng6-full-00037,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c05,5,Ví dụ đúng,"Is there a sofa in the living room? → Yes, there is. | Where is the lamp? → It is on the desk.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c05.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c05.mp3,68160,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c06,lesson-card:eng6-b2-u02-grammar-my-house-c06,eng6-full-00038,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c06,5,Lỗi hay gặp,Lỗi thường gặp là dịch từng chữ từ tiếng Việt sang tiếng Anh mà quên cấu trúc.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c06.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c06.mp3,48000,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c07,lesson-card:eng6-b2-u02-grammar-my-house-c07,eng6-full-00039,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c07,5,Mini check,"Em hãy viết 2 câu dùng: there is / there are, prepositions of place.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c07.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c07.mp3,46656,,local-ready
lesson-card:eng6-b2-u02-grammar-my-house-c08,lesson-card:eng6-b2-u02-grammar-my-house-c08,eng6-full-00040,english,6,lesson-card,eng6-b2-u02-grammar-my-house-c08,5,Recap,"Cần nhớ công thức, dấu hiệu nhận biết và một ví dụ đúng.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-grammar-my-house-c08.mp3,lesson-card-eng6-b2-u02-grammar-my-house-c08.mp3,38784,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c01,lesson-card:eng6-b2-u02-skills-my-house-c01,eng6-full-00041,english,6,lesson-card,eng6-b2-u02-skills-my-house-c01,6,Skills Unit 2,"Bài này luyện đọc, nói và viết ngắn theo chủ đề My House.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c01.mp3,lesson-card-eng6-b2-u02-skills-my-house-c01.mp3,40704,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c02,lesson-card:eng6-b2-u02-skills-my-house-c02,eng6-full-00042,english,6,lesson-card,eng6-b2-u02-skills-my-house-c02,6,Reading mini text,"Tom lives in a small house. There is a living room, two bedrooms and a kitchen. His desk is nex…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c02.mp3,lesson-card-eng6-b2-u02-skills-my-house-c02.mp3,75648,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c03,lesson-card:eng6-b2-u02-skills-my-house-c03,eng6-full-00043,english,6,lesson-card,eng6-b2-u02-skills-my-house-c03,6,Listening/Speaking hint,"Nghe/đọc câu ngắn, bắt từ khóa chính, không cần dịch từng chữ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c03.mp3,lesson-card-eng6-b2-u02-skills-my-house-c03.mp3,49920,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c04,lesson-card:eng6-b2-u02-skills-my-house-c04,eng6-full-00044,english,6,lesson-card,eng6-b2-u02-skills-my-house-c04,6,Communication,"Is there a sofa in the living room? → Yes, there is. | Where is the lamp? → It is on the desk.…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c04.mp3,lesson-card-eng6-b2-u02-skills-my-house-c04.mp3,101376,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c05,lesson-card:eng6-b2-u02-skills-my-house-c05,eng6-full-00045,english,6,lesson-card,eng6-b2-u02-skills-my-house-c05,6,Writing frame,"Write 4-5 sentences about rooms, furniture and describing a house. Use simple, correct sentence…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c05.mp3,lesson-card-eng6-b2-u02-skills-my-house-c05.mp3,61824,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c06,lesson-card:eng6-b2-u02-skills-my-house-c06,eng6-full-00046,english,6,lesson-card,eng6-b2-u02-skills-my-house-c06,6,Pronunciation hint,Chú ý trọng âm từ quen thuộc và đọc rõ âm cuối ở từ số nhiều/động từ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c06.mp3,lesson-card-eng6-b2-u02-skills-my-house-c06.mp3,51264,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c07,lesson-card:eng6-b2-u02-skills-my-house-c07,eng6-full-00047,english,6,lesson-card,eng6-b2-u02-skills-my-house-c07,6,Mini check,Em hãy trả lời 1 câu hỏi giao tiếp trong bài bằng câu đầy đủ.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c07.mp3,lesson-card-eng6-b2-u02-skills-my-house-c07.mp3,39744,,local-ready
lesson-card:eng6-b2-u02-skills-my-house-c08,lesson-card:eng6-b2-u02-skills-my-house-c08,eng6-full-00048,english,6,lesson-card,eng6-b2-u02-skills-my-house-c08,6,Recap,"Cần hiểu đoạn đọc, hỏi đáp được câu đơn giản và viết đoạn ngắn.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u02-skills-my-house-c08.mp3,lesson-card-eng6-b2-u02-skills-my-house-c08.mp3,44352,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c01,lesson-card:eng6-b2-u03-vocabulary-my-friends-c01,eng6-full-00049,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c01,7,Unit 3: My Friends,"Chủ đề: appearance, personality and friendship. Bài này giúp em nhận biết và dùng từ vựng trong…",audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c01.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c01.mp3,72768,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c02,lesson-card:eng6-b2-u03-vocabulary-my-friends-c02,eng6-full-00050,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c02,7,Từ vựng trọng tâm,friendly = thân thiện; kind = tốt bụng; funny = vui tính; clever = thông minh; shy = nhút nhát;…,audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c02.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c02.mp3,96000,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c03,lesson-card:eng6-b2-u03-vocabulary-my-friends-c03,eng6-full-00051,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c03,7,Nhóm nghĩa cần nhớ,Hãy gom từ theo nhóm: người/vật/nơi chốn/hành động/tính từ để nhớ lâu hơn.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c03.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c03.mp3,60864,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c04,lesson-card:eng6-b2-u03-vocabulary-my-friends-c04,eng6-full-00052,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c04,7,Ví dụ câu ngắn,Ví dụ: I like my friendly.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c04.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c04.mp3,20736,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c05,lesson-card:eng6-b2-u03-vocabulary-my-friends-c05,eng6-full-00053,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c05,7,Mẹo học từ,"Đọc to từ, đặt một câu ngắn, rồi đổi ngữ cảnh để tránh học vẹt.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c05.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c05.mp3,46080,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c06,lesson-card:eng6-b2-u03-vocabulary-my-friends-c06,eng6-full-00054,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c06,7,Lỗi hay gặp,Không chỉ nhớ nghĩa tiếng Việt; cần biết từ dùng trong câu nào.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c06.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c06.mp3,40128,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c07,lesson-card:eng6-b2-u03-vocabulary-my-friends-c07,eng6-full-00055,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c07,7,Mini check,Em hãy chọn 3 từ trong Unit 3 và đặt câu.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c07.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c07.mp3,30336,,local-ready
lesson-card:eng6-b2-u03-vocabulary-my-friends-c08,lesson-card:eng6-b2-u03-vocabulary-my-friends-c08,eng6-full-00056,english,6,lesson-card,eng6-b2-u03-vocabulary-my-friends-c08,7,Recap,"Cần nhớ từ theo chủ đề My Friends, nghĩa Việt, loại từ và câu ví dụ.",audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-vocabulary-my-friends-c08.mp3,lesson-card-eng6-b2-u03-vocabulary-my-friends-c08.mp3,49152,,local-ready
lesson-card:eng6-b2-u03-grammar-my-friends-c01,lesson-card:eng6-b2-u03-grammar-my-friends-c01,eng6-full-00057,english,6,lesson-card,eng6-b2-u03-grammar-my-friends-c01,8,Grammar Unit 3,Bài này luyện ngữ pháp dùng trong chủ đề My Friends.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-grammar-my-friends-c01.mp3,lesson-card-eng6-b2-u03-grammar-my-friends-c01.mp3,29760,,local-ready
lesson-card:eng6-b2-u03-grammar-my-friends-c02,lesson-card:eng6-b2-u03-grammar-my-friends-c02,eng6-full-00058,english,6,lesson-card,eng6-b2-u03-grammar-my-friends-c02,8,Điểm ngữ pháp 1,Use am/is/are + V-ing for actions happening now: She is reading.,audio/tts/assets/en-v1/lesson-card-eng6-b2-u03-grammar-my-friends-c02.mp3,lesson-card-eng6-b2-u03-grammar-my-friends-c02.mp3,45504,,local-ready
